0;1.6676918198452987e+18
1;1.6676918198534113e+18
2;1.6676918198615055e+18
3;1.667691819863153e+18
4;1.667691819869751e+18
5;1.6676918198733957e+18
6;1.6676918198784476e+18
7;1.6676918198866255e+18
8;1.6676918198866255e+18
9;1.6676918198947612e+18
10;1.6676918198947612e+18
11;1.667691819903371e+18
12;1.6676918199114688e+18
13;1.6676918199131118e+18
14;1.667691819919706e+18
15;1.66769181992335e+18
16;1.6676918199283983e+18
17;1.6676918199365804e+18
18;1.6676918199411878e+18
19;1.6676918199448714e+18
20;1.6676918199448714e+18
21;1.6676918199529697e+18
22;1.667691819961066e+18
23;1.667691819963205e+18
24;1.6676918199692992e+18
25;1.667691819973442e+18
26;1.6676918199774881e+18
27;1.6676918199856727e+18
28;1.6676918199856727e+18
29;1.6676918199932874e+18
30;1.6676918200013855e+18
31;1.6676918200030275e+18
32;1.6676918200096215e+18
33;1.6676918200132664e+18
34;1.667691820018312e+18
35;1.6676918200265006e+18
36;1.6676918200265006e+18
37;1.6676918200346427e+18
38;1.667691820041318e+18
39;1.6676918200434248e+18
40;1.667691820051519e+18
41;1.667691820053169e+18
42;1.6676918200597606e+18
43;1.6676918200634035e+18
44;1.6676918200679508e+18
45;1.6676918200761393e+18
46;1.6676918200761393e+18
47;1.6676918200842982e+18
48;1.66769182009235e+18
49;1.6676918200929887e+18
