0;109343300
1;104825100
2;104705000
3;102251700
4;107792600
5;102193200
6;107784500
7;105357900
8;114627500
9;133308600
10;131723500
11;123644700
12;114818000
13;116580500
14;114592800
15;107055600
16;118642200
17;111310800
18;116223900
19;112183600
20;107371600
21;106171800
22;116500200
23;120435100
24;111225700
25;125396700
26;105391800
27;112558700
28;125081100
29;115101200
30;109857000
31;109324900
32;115931000
33;113228300
34;122649400
35;114039800
36;119860400
37;119814200
38;112293400
39;117894900
40;109779600
41;168870300
42;114456700
43;123486000
44;264832400
45;266659600
46;262123200
47;264961700
48;265203400
49;269986500
