0;1.667691912724761e+18
1;1.667691922412785e+18
2;1.6676919307488865e+18
3;1.667691938412844e+18
4;1.6676919460336392e+18
5;1.6676919552357036e+18
6;1.6676919635726124e+18
7;1.667691973944763e+18
8;1.6676919840916273e+18
9;1.6676919936172616e+18
10;1.6676920041532475e+18
11;1.6676920131130998e+18
12;1.6676920223434783e+18
13;1.6676920307881487e+18
14;1.6676920406763272e+18
15;1.6676920510233452e+18
16;1.6676920604766218e+18
17;1.667692069360825e+18
18;1.6676920794276242e+18
19;1.6676920898530068e+18
20;1.6676921036342118e+18
21;1.6676921159528246e+18
22;1.6676921258485542e+18
23;1.6676921363612122e+18
24;1.6676921462193894e+18
25;1.6676921559793247e+18
26;1.6676921659026386e+18
27;1.667692174773926e+18
28;1.66769218604473e+18
29;1.6676921979827423e+18
30;1.66769221243237e+18
31;1.6676922245325972e+18
32;1.667692236163134e+18
33;1.6676922457346437e+18
34;1.6676922546841375e+18
35;1.6676922640326538e+18
36;1.6676922730447068e+18
37;1.6676922817606395e+18
38;1.6676922908623603e+18
39;1.667692300156905e+18
40;1.6676923093924012e+18
41;1.6676923181520558e+18
42;1.6676923276063043e+18
43;1.6676923371221414e+18
44;1.667692346095118e+18
45;1.6676923554020544e+18
46;1.6676923666802184e+18
47;1.6676923765855176e+18
48;1.6676923848928594e+18
49;1.667692393503304e+18
