0;1.6676918202560627e+18
1;1.6676918202782144e+18
2;1.6676918202928573e+18
3;1.6676918203044308e+18
4;1.6676918203290895e+18
5;1.6676918203452792e+18
6;1.6676918203608404e+18
7;1.667691820376958e+18
8;1.6676918203930762e+18
9;1.6676918204091412e+18
10;1.6676918204252954e+18
11;1.6676918204429317e+18
12;1.6676918204570547e+18
13;1.6676918204781696e+18
14;1.6676918204927864e+18
15;1.667691820505349e+18
16;1.6676918205279772e+18
17;1.6676918205430958e+18
18;1.667691820553153e+18
19;1.6676918205729326e+18
20;1.667691820585965e+18
21;1.6676918206029476e+18
22;1.667691820618818e+18
23;1.6676918206351667e+18
24;1.6676918206531077e+18
25;1.667691820668031e+18
26;1.6676918206843392e+18
27;1.6676918206929482e+18
28;1.6676918207128046e+18
29;1.6676918207260605e+18
30;1.6676918207432727e+18
31;1.6676918207592133e+18
32;1.6676918207758364e+18
33;1.6676918207880768e+18
34;1.6676918208028887e+18
35;1.6676918208169336e+18
36;1.6676918208332613e+18
37;1.6676918208527424e+18
38;1.6676918208659965e+18
39;1.667691820883147e+18
40;1.667691820902888e+18
41;1.6676918209158986e+18
42;1.6676918209327974e+18
43;1.66769182094285e+18
44;1.667691820962874e+18
45;1.667691820974047e+18
46;1.6676918209931062e+18
47;1.6676918210130117e+18
48;1.6676918210231741e+18
49;1.6676918210427843e+18
