0;1920624900
1;1904246700
2;1892467700
3;2006947600
4;1890747400
5;1898051400
6;1899301700
7;1890181000
8;2032944200
9;2253475200
10;2018495800
11;1926654800
12;1914780600
13;2162812300
14;2075233300
15;1883665000
16;1883509100
17;1892221300
18;1882731500
19;2021068600
20;1904733000
21;1907664600
22;1901264100
23;1929550600
24;1951684400
25;2013803900
26;1893043900
27;1909363000
28;1883133400
29;1980587900
30;2069190600
31;2195909700
32;1908914300
33;1889975200
34;1988911500
35;1897266200
36;1880277700
37;1894817100
38;1887423200
39;1977251600
40;1898184500
41;1894673000
42;1894027200
43;1974742300
44;1907169200
45;1916986200
46;1915683000
47;1884811700
48;2298629900
49;1926504300
